Bundling 6%
Bundling 17%
Bundling 64%
Bundling 70%
Bundling 75%
Bundling 80%
Bundling 85%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Explainer
Codec                h264
Output               ../projects/import-china-india-te/renders/ch13.mp4
Concurrency          8x
Rendered 0/4051
Rendered 1/4051, time remaining: 48m 44s
Rendered 2859/4051, time remaining: 39s
Rendered 2860/4051, time remaining: 40s
Rendered 2861/4051, time remaining: 39s
Rendered 2862/4051, time remaining: 39s
Rendered 2863/4051, time remaining: 39s
Rendered 2864/4051, time remaining: 39s
Rendered 2865/4051, time remaining: 39s
Rendered 2866/4051, time remaining: 39s
Rendered 2867/4051, time remaining: 39s
Rendered 2868/4051, time remaining: 39s
Rendered 2869/4051, time remaining: 38s
Rendered 2870/4051, time remaining: 38s
Rendered 2871/4051, time remaining: 39s
Rendered 2872/4051, time remaining: 39s
Rendered 2873/4051, time remaining: 39s
Rendered 2874/4051, time remaining: 39s
Rendered 2875/4051, time remaining: 38s
Rendered 2876/4051, time remaining: 38s
Rendered 2877/4051, time remaining: 39s
Rendered 2878/4051, time remaining: 38s
Rendered 2879/4051, time remaining: 39s
Rendered 2880/4051, time remaining: 39s
Rendered 2881/4051, time remaining: 38s
Rendered 2882/4051, time remaining: 38s
Rendered 2883/4051, time remaining: 38s
Rendered 2884/4051, time remaining: 38s
Rendered 2885/4051, time remaining: 38s
Rendered 2886/4051, time remaining: 38s
Rendered 2887/4051, time remaining: 39s
Rendered 2888/4051, time remaining: 38s
Rendered 2889/4051, time remaining: 38s
Rendered 2890/4051, time remaining: 38s
Rendered 2891/4051, time remaining: 38s
Rendered 2892/4051, time remaining: 38s
Rendered 2893/4051, time remaining: 38s
Rendered 2894/4051, time remaining: 38s
Rendered 2895/4051, time remaining: 38s
Rendered 2896/4051, time remaining: 38s
Rendered 2897/4051, time remaining: 38s
Rendered 2898/4051, time remaining: 37s
Rendered 2899/4051, time remaining: 38s
Rendered 2900/4051, time remaining: 38s
Rendered 2901/4051, time remaining: 38s
Rendered 2902/4051, time remaining: 38s
Rendered 2903/4051, time remaining: 38s
Rendered 2904/4051, time remaining: 37s
Rendered 2905/4051, time remaining: 38s
Rendered 2906/4051, time remaining: 38s
Rendered 2907/4051, time remaining: 37s
Rendered 2908/4051, time remaining: 37s
Rendered 2909/4051, time remaining: 37s
Rendered 2910/4051, time remaining: 37s
Rendered 2911/4051, time remaining: 37s
Rendered 2912/4051, time remaining: 37s
Rendered 2913/4051, time remaining: 37s
Rendered 2914/4051, time remaining: 37s
Rendered 2915/4051, time remaining: 37s
Rendered 2916/4051, time remaining: 37s
Rendered 2917/4051, time remaining: 38s
Rendered 2918/4051, time remaining: 37s
Rendered 2919/4051, time remaining: 37s
Rendered 2920/4051, time remaining: 37s
Rendered 2921/4051, time remaining: 37s
Rendered 2922/4051, time remaining: 37s
Rendered 2923/4051, time remaining: 36s
Rendered 2924/4051, time remaining: 36s
Rendered 2925/4051, time remaining: 37s
Rendered 2926/4051, time remaining: 37s
Rendered 2927/4051, time remaining: 37s
Rendered 2928/4051, time remaining: 37s
Rendered 2929/4051, time remaining: 37s
Rendered 2930/4051, time remaining: 37s
Rendered 2931/4051, time remaining: 37s
Rendered 2932/4051, time remaining: 36s
Rendered 2933/4051, time remaining: 36s
Rendered 2934/4051, time remaining: 36s
Rendered 2935/4051, time remaining: 37s
Rendered 2936/4051, time remaining: 36s
Rendered 2937/4051, time remaining: 36s
Rendered 2938/4051, time remaining: 37s
Rendered 2939/4051, time remaining: 36s
Rendered 2940/4051, time remaining: 36s
Rendered 2941/4051, time remaining: 36s
Rendered 2942/4051, time remaining: 36s
Rendered 2943/4051, time remaining: 37s
Rendered 2944/4051, time remaining: 37s
Rendered 2945/4051, time remaining: 37s
Rendered 2946/4051, time remaining: 36s
Rendered 2947/4051, time remaining: 36s
Rendered 2948/4051, time remaining: 36s
Rendered 2949/4051, time remaining: 36s
Rendered 2950/4051, time remaining: 36s
Rendered 2951/4051, time remaining: 37s
Rendered 2952/4051, time remaining: 36s
Rendered 2953/4051, time remaining: 36s
Rendered 2954/4051, time remaining: 36s
Rendered 2955/4051, time remaining: 36s
Rendered 2956/4051, time remaining: 36s
Rendered 2957/4051, time remaining: 36s
Rendered 2958/4051, time remaining: 37s
Rendered 2959/4051, time remaining: 36s
Rendered 2960/4051, time remaining: 36s
Rendered 2961/4051, time remaining: 36s
Rendered 2962/4051, time remaining: 36s
Rendered 2963/4051, time remaining: 36s
Rendered 2964/4051, time remaining: 35s
Rendered 2965/4051, time remaining: 36s
Rendered 2966/4051, time remaining: 37s
Rendered 2967/4051, time remaining: 36s
Rendered 2968/4051, time remaining: 36s
Rendered 2969/4051, time remaining: 36s
Rendered 2970/4051, time remaining: 36s
Rendered 2971/4051, time remaining: 36s
Rendered 2972/4051, time remaining: 35s
Rendered 2973/4051, time remaining: 36s
Rendered 2974/4051, time remaining: 36s
Rendered 2975/4051, time remaining: 36s
Rendered 2976/4051, time remaining: 36s
Rendered 2977/4051, time remaining: 36s
Rendered 2978/4051, time remaining: 36s
Rendered 2979/4051, time remaining: 36s
Rendered 2980/4051, time remaining: 35s
Rendered 2981/4051, time remaining: 36s
Rendered 2982/4051, time remaining: 35s
Rendered 2983/4051, time remaining: 35s
Rendered 2984/4051, time remaining: 35s
Rendered 2985/4051, time remaining: 35s
Rendered 2986/4051, time remaining: 36s
Rendered 2987/4051, time remaining: 35s
Rendered 2988/4051, time remaining: 35s
Rendered 2989/4051, time remaining: 36s
Rendered 2990/4051, time remaining: 35s
Rendered 2991/4051, time remaining: 35s
Rendered 2992/4051, time remaining: 35s
Rendered 2993/4051, time remaining: 36s
Rendered 2994/4051, time remaining: 36s
Rendered 2995/4051, time remaining: 35s
Rendered 2996/4051, time remaining: 35s
Rendered 2997/4051, time remaining: 35s
Rendered 2998/4051, time remaining: 35s
Rendered 2999/4051, time remaining: 35s
Rendered 3000/4051, time remaining: 34s
Rendered 3001/4051, time remaining: 35s
Rendered 3002/4051, time remaining: 36s
Rendered 3003/4051, time remaining: 36s
Rendered 3004/4051, time remaining: 35s
Rendered 3005/4051, time remaining: 35s
Rendered 3006/4051, time remaining: 35s
Rendered 3007/4051, time remaining: 35s
Rendered 3008/4051, time remaining: 35s
Rendered 3009/4051, time remaining: 35s
Rendered 3010/4051, time remaining: 35s
Rendered 3011/4051, time remaining: 35s
Rendered 3012/4051, time remaining: 34s
Rendered 3013/4051, time remaining: 34s
Rendered 3014/4051, time remaining: 34s
Rendered 3015/4051, time remaining: 35s
Rendered 3016/4051, time remaining: 35s
Rendered 3017/4051, time remaining: 35s
Rendered 3018/4051, time remaining: 35s
Rendered 3019/4051, time remaining: 35s
Rendered 3020/4051, time remaining: 35s
Rendered 3021/4051, time remaining: 34s
Rendered 3022/4051, time remaining: 35s
Rendered 3023/4051, time remaining: 34s
Rendered 3024/4051, time remaining: 35s
Rendered 3025/4051, time remaining: 35s
Rendered 3026/4051, time remaining: 35s
Rendered 3027/4051, time remaining: 35s
Rendered 3028/4051, time remaining: 35s
Rendered 3029/4051, time remaining: 34s
Rendered 3030/4051, time remaining: 34s
Rendered 3031/4051, time remaining: 34s
Rendered 3032/4051, time remaining: 34s
Rendered 3033/4051, time remaining: 35s
Rendered 3034/4051, time remaining: 35s
Rendered 3035/4051, time remaining: 34s
Rendered 3036/4051, time remaining: 34s
Rendered 3037/4051, time remaining: 34s
Rendered 3038/4051, time remaining: 34s
Rendered 3039/4051, time remaining: 35s
Rendered 3040/4051, time remaining: 34s
Rendered 3041/4051, time remaining: 34s
Rendered 3042/4051, time remaining: 34s
Rendered 3043/4051, time remaining: 34s
Rendered 3044/4051, time remaining: 34s
Rendered 3045/4051, time remaining: 34s
Rendered 3046/4051, time remaining: 34s
Rendered 3047/4051, time remaining: 34s
Rendered 3048/4051, time remaining: 34s
Rendered 3049/4051, time remaining: 34s
Rendered 3050/4051, time remaining: 33s
Rendered 3051/4051, time remaining: 33s
Rendered 3052/4051, time remaining: 33s
Rendered 3053/4051, time remaining: 33s
Rendered 3054/4051, time remaining: 34s
Rendered 3055/4051, time remaining: 34s
Rendered 3056/4051, time remaining: 34s
Rendered 3057/4051, time remaining: 33s
Rendered 3058/4051, time remaining: 33s
Rendered 3059/4051, time remaining: 33s
Rendered 3060/4051, time remaining: 33s
Rendered 3061/4051, time remaining: 34s
Rendered 3062/4051, time remaining: 33s
Rendered 3063/4051, time remaining: 33s
Rendered 3064/4051, time remaining: 33s
Rendered 3065/4051, time remaining: 33s
Rendered 3066/4051, time remaining: 33s
Rendered 3067/4051, time remaining: 33s
Rendered 3068/4051, time remaining: 33s
Rendered 3069/4051, time remaining: 33s
Rendered 3070/4051, time remaining: 33s
Rendered 3071/4051, time remaining: 33s
Rendered 3072/4051, time remaining: 33s
Rendered 3073/4051, time remaining: 33s
Rendered 3074/4051, time remaining: 33s
Rendered 3075/4051, time remaining: 33s
Rendered 3076/4051, time remaining: 33s
Rendered 3077/4051, time remaining: 33s
Rendered 3078/4051, time remaining: 33s
Rendered 3079/4051, time remaining: 33s
Rendered 3080/4051, time remaining: 32s
Rendered 3081/4051, time remaining: 32s
Rendered 3082/4051, time remaining: 32s
Rendered 3083/4051, time remaining: 32s
Rendered 3084/4051, time remaining: 33s
Rendered 3085/4051, time remaining: 32s
Rendered 3086/4051, time remaining: 32s
Rendered 3087/4051, time remaining: 32s
Rendered 3088/4051, time remaining: 31s
Rendered 3089/4051, time remaining: 31s
Rendered 3090/4051, time remaining: 31s
Rendered 3091/4051, time remaining: 31s
Rendered 3092/4051, time remaining: 31s
Rendered 3093/4051, time remaining: 31s
Rendered 3094/4051, time remaining: 30s
Rendered 3095/4051, time remaining: 31s
Rendered 3096/4051, time remaining: 30s
Rendered 3097/4051, time remaining: 30s
Rendered 3098/4051, time remaining: 30s
Rendered 3099/4051, time remaining: 30s
Rendered 3100/4051, time remaining: 30s
Rendered 3101/4051, time remaining: 29s
Rendered 3102/4051, time remaining: 30s
Rendered 3103/4051, time remaining: 30s
Rendered 3104/4051, time remaining: 30s
Rendered 3105/4051, time remaining: 30s
Rendered 3106/4051, time remaining: 30s
Rendered 3107/4051, time remaining: 30s
Rendered 3108/4051, time remaining: 29s
Rendered 3109/4051, time remaining: 30s
Rendered 3110/4051, time remaining: 30s
Rendered 3111/4051, time remaining: 29s
Rendered 3112/4051, time remaining: 30s
Rendered 3113/4051, time remaining: 30s
Rendered 3114/4051, time remaining: 30s
Rendered 3115/4051, time remaining: 29s
Rendered 3116/4051, time remaining: 29s
Rendered 3117/4051, time remaining: 29s
Rendered 3118/4051, time remaining: 28s
Rendered 3119/4051, time remaining: 29s
Rendered 3120/4051, time remaining: 29s
Rendered 3121/4051, time remaining: 29s
Rendered 3122/4051, time remaining: 30s
Rendered 3123/4051, time remaining: 29s
Rendered 3124/4051, time remaining: 29s
Rendered 3125/4051, time remaining: 29s
Rendered 3126/4051, time remaining: 29s
Rendered 3127/4051, time remaining: 29s
Rendered 3128/4051, time remaining: 28s
Rendered 3129/4051, time remaining: 29s
Rendered 3130/4051, time remaining: 29s
Rendered 3131/4051, time remaining: 29s
Rendered 3132/4051, time remaining: 29s
Rendered 3133/4051, time remaining: 28s
Rendered 3134/4051, time remaining: 28s
Rendered 3135/4051, time remaining: 28s
Rendered 3136/4051, time remaining: 28s
Rendered 3137/4051, time remaining: 28s
Rendered 3138/4051, time remaining: 28s
Rendered 3139/4051, time remaining: 28s
Rendered 3140/4051, time remaining: 28s
Rendered 3141/4051, time remaining: 28s
Rendered 3142/4051, time remaining: 28s
Rendered 3143/4051, time remaining: 28s
Rendered 3144/4051, time remaining: 27s
Rendered 3145/4051, time remaining: 28s
Rendered 3146/4051, time remaining: 28s
Rendered 3147/4051, time remaining: 28s
Rendered 3148/4051, time remaining: 28s
Rendered 3149/4051, time remaining: 28s
Rendered 3150/4051, time remaining: 28s
Rendered 3151/4051, time remaining: 28s
Rendered 3152/4051, time remaining: 27s
Rendered 3153/4051, time remaining: 28s
Rendered 3154/4051, time remaining: 28s
Rendered 3155/4051, time remaining: 27s
Rendered 3156/4051, time remaining: 27s
Rendered 3157/4051, time remaining: 27s
Rendered 3158/4051, time remaining: 27s
Rendered 3159/4051, time remaining: 28s
Rendered 3160/4051, time remaining: 27s
Rendered 3161/4051, time remaining: 27s
Rendered 3162/4051, time remaining: 27s
Rendered 3163/4051, time remaining: 28s
Rendered 3164/4051, time remaining: 28s
Rendered 3165/4051, time remaining: 27s
Rendered 3166/4051, time remaining: 27s
Rendered 3167/4051, time remaining: 27s
Rendered 3168/4051, time remaining: 27s
Rendered 3169/4051, time remaining: 27s
Rendered 3170/4051, time remaining: 27s
Rendered 3171/4051, time remaining: 27s
Rendered 3172/4051, time remaining: 27s
Rendered 3173/4051, time remaining: 27s
Rendered 3174/4051, time remaining: 27s
Rendered 3175/4051, time remaining: 27s
Rendered 3176/4051, time remaining: 27s
Rendered 3177/4051, time remaining: 27s
Rendered 3178/4051, time remaining: 27s
Rendered 3179/4051, time remaining: 27s
Rendered 3180/4051, time remaining: 27s
Rendered 3181/4051, time remaining: 27s
Rendered 3182/4051, time remaining: 27s
Rendered 3183/4051, time remaining: 26s
Rendered 3184/4051, time remaining: 27s
Rendered 3185/4051, time remaining: 27s
Rendered 3186/4051, time remaining: 27s
Rendered 3187/4051, time remaining: 27s
Rendered 3188/4051, time remaining: 27s
Rendered 3189/4051, time remaining: 26s
Rendered 3190/4051, time remaining: 26s
Rendered 3191/4051, time remaining: 27s
Rendered 3192/4051, time remaining: 26s
Rendered 3193/4051, time remaining: 26s
Rendered 3194/4051, time remaining: 27s
Rendered 3195/4051, time remaining: 27s
Rendered 3196/4051, time remaining: 26s
Rendered 3197/4051, time remaining: 26s
Rendered 3198/4051, time remaining: 26s
Rendered 3199/4051, time remaining: 26s
Rendered 3200/4051, time remaining: 26s
Rendered 3201/4051, time remaining: 26s
Rendered 3202/4051, time remaining: 26s
Rendered 3203/4051, time remaining: 27s
Rendered 3204/4051, time remaining: 26s
Rendered 3205/4051, time remaining: 26s
Rendered 3206/4051, time remaining: 26s
Rendered 3207/4051, time remaining: 26s
Rendered 3208/4051, time remaining: 26s
Rendered 3209/4051, time remaining: 26s
Rendered 3210/4051, time remaining: 26s
Rendered 3211/4051, time remaining: 26s
Rendered 3212/4051, time remaining: 25s
Rendered 3213/4051, time remaining: 25s
Rendered 3214/4051, time remaining: 26s
Rendered 3215/4051, time remaining: 26s
Rendered 3216/4051, time remaining: 26s
Rendered 3217/4051, time remaining: 26s
Rendered 3218/4051, time remaining: 26s
Rendered 3219/4051, time remaining: 25s
Rendered 3220/4051, time remaining: 25s
Rendered 3221/4051, time remaining: 25s
Rendered 3222/4051, time remaining: 25s
Rendered 3223/4051, time remaining: 25s
Rendered 3224/4051, time remaining: 25s
Rendered 3225/4051, time remaining: 26s
Rendered 3226/4051, time remaining: 26s
Rendered 3227/4051, time remaining: 26s
Rendered 3228/4051, time remaining: 25s
Rendered 3229/4051, time remaining: 25s
Rendered 3230/4051, time remaining: 25s
Rendered 3231/4051, time remaining: 25s
Rendered 3232/4051, time remaining: 26s
Rendered 3233/4051, time remaining: 26s
Rendered 3234/4051, time remaining: 25s
Rendered 3235/4051, time remaining: 25s
Rendered 3236/4051, time remaining: 25s
Rendered 3237/4051, time remaining: 25s
Rendered 3238/4051, time remaining: 25s
Rendered 3239/4051, time remaining: 26s
Rendered 3240/4051, time remaining: 26s
Rendered 3241/4051, time remaining: 26s
Rendered 3242/4051, time remaining: 26s
Rendered 3243/4051, time remaining: 26s
Rendered 3244/4051, time remaining: 26s
Rendered 3245/4051, time remaining: 26s
Rendered 3246/4051, time remaining: 26s
Rendered 3247/4051, time remaining: 27s
Rendered 3248/4051, time remaining: 26s
Rendered 3249/4051, time remaining: 26s
Rendered 3250/4051, time remaining: 26s
Rendered 3251/4051, time remaining: 26s
Rendered 3252/4051, time remaining: 26s
Rendered 3253/4051, time remaining: 26s
Rendered 3254/4051, time remaining: 26s
Rendered 3255/4051, time remaining: 26s
Rendered 3256/4051, time remaining: 26s
Rendered 3257/4051, time remaining: 26s
Rendered 3258/4051, time remaining: 26s
Rendered 3259/4051, time remaining: 26s
Rendered 3260/4051, time remaining: 26s
Rendered 3261/4051, time remaining: 26s
Rendered 3262/4051, time remaining: 26s
Rendered 3263/4051, time remaining: 26s
Rendered 3264/4051, time remaining: 26s
Rendered 3265/4051, time remaining: 26s
Rendered 3266/4051, time remaining: 26s
Rendered 3267/4051, time remaining: 26s
Rendered 3268/4051, time remaining: 26s
Rendered 3269/4051, time remaining: 26s
Rendered 3270/4051, time remaining: 26s
Rendered 3271/4051, time remaining: 26s
Rendered 3272/4051, time remaining: 25s
Rendered 3273/4051, time remaining: 25s
Rendered 3274/4051, time remaining: 25s
Rendered 3275/4051, time remaining: 26s
Rendered 3276/4051, time remaining: 26s
Rendered 3277/4051, time remaining: 26s
Rendered 3278/4051, time remaining: 26s
Rendered 3279/4051, time remaining: 25s
Rendered 3280/4051, time remaining: 25s
Rendered 3281/4051, time remaining: 25s
Rendered 3282/4051, time remaining: 25s
Rendered 3283/4051, time remaining: 25s
Rendered 3284/4051, time remaining: 25s
Rendered 3285/4051, time remaining: 26s
Rendered 3286/4051, time remaining: 26s
Rendered 3287/4051, time remaining: 25s
Rendered 3288/4051, time remaining: 25s
Rendered 3289/4051, time remaining: 25s
Rendered 3290/4051, time remaining: 25s
Rendered 3291/4051, time remaining: 24s
Rendered 3292/4051, time remaining: 25s
Rendered 3293/4051, time remaining: 25s
Rendered 3294/4051, time remaining: 25s
Rendered 3295/4051, time remaining: 25s
Rendered 3296/4051, time remaining: 25s
Rendered 3297/4051, time remaining: 24s
Rendered 3298/4051, time remaining: 24s
Rendered 3299/4051, time remaining: 25s
